GENDER,AGE,AGE_GROUP,INVESTMENT,INCOME,ACTIVITY, YRLY_AMT,AVG_DAILY_TX,YRLY_TX,AVG_TX_AMT,NEGTWEETS,STATE,EDUCATION,label
F,32,31-40,0,27496,1,11357.90,0.67,243,46.74,10,ND,High school graduate,1
M,88,Above 50,0,27495,1,11074.20,0.66,241,45.95,4,AR,High school graduate,0
M,31,31-40,7154,27478,2,11200.20,0.66,240,46.67,11,ND,Associate degree,1
F,42,41-50,8971,27478,1,11296.60,0.66,242,46.68,3,NV,Bachelors degree,0
M,78,Above 50,8151,27476,3,11449.80,0.66,242,47.31,2,WY,Associate degree,0
M,61,Above 50,0,27454,2,10987.80,0.65,238,46.17,4,CT,Associate degree,0
M,75,Above 50,0,27450,0,12144.90,0.70,254,47.81,4,NM,High school graduate,0
M,44,41-50,0,27431,5,11356.10,0.67,243,46.73,3,SD,Associate degree,0
F,58,Above 50,0,27430,1,11025.00,0.67,243,45.37,4,AK,High school graduate,0
M,48,41-50,0,27423,5,11198.80,0.66,241,46.47,4,OR,High school graduate,0
M,27,20-30,0,27420,2,11305.20,0.66,242,46.72,4,MD,High school graduate,1
M,42,41-50,0,27399,2,12105.10,0.71,259,46.74,4,DE,High school graduate,0
M,30,20-30,7864,27388,3,10973.10,0.66,242,45.34,10,MD,Associate degree,1
M,32,31-40,0,27382,2,11401.60,0.66,242,47.11,3,OK,High school graduate,0
F,79,Above 50,0,27381,5,11059.20,0.66,242,45.70,3,ID,High school graduate,0
M,57,Above 50,0,27370,1,11303.50,0.67,243,46.52,8,WA,Associate degree,1
M,63,Above 50,0,27335,5,10997.30,0.66,240,45.82,10,WA,High school graduate,1
F,79,Above 50,0,27332,0,11259.20,0.66,242,46.53,5,MI,High school graduate,1
M,51,Above 50,0,27302,2,11022.30,0.66,240,45.93,2,VA,High school graduate,0
M,24,20-30,0,27288,5,12186.30,0.69,253,48.17,4,NJ,High school graduate,0
F,32,31-40,0,27286,2,12095.50,0.69,252,48.00,4,SD,High school graduate,0
F,57,Above 50,14901,27268,4,10839.40,0.65,238,45.54,4,TN,Bachelors degree,0
F,26,20-30,0,27264,1,11378.70,0.66,242,47.02,13,ND,High school graduate,1
M,35,31-40,0,27251,2,10896.10,0.67,244,44.66,1,RI,Associate degree,0
M,72,Above 50,10548,27250,1,11024.50,0.66,242,45.56,7,CA,Associate degree,1
F,65,Above 50,12985,27250,3,11202.40,0.67,244,45.91,4,MS,Associate degree,0
M,45,41-50,0,27229,5,12446.30,0.70,256,48.62,4,DC,High school graduate,0
F,53,Above 50,14717,27227,4,11853.10,0.70,254,46.67,3,NC,Associate degree,0
M,27,20-30,0,27216,3,10815.60,0.66,242,44.69,4,DC,High school graduate,0
F,39,31-40,0,27204,3,10969.40,0.66,241,45.52,4,DE,Associate degree,0
M,67,Above 50,0,27176,4,12337.30,0.70,255,48.38,4,CA,Associate degree,0
M,44,41-50,0,27170,3,11177.30,0.65,239,46.77,3,UT,High school graduate,0
M,21,20-30,7150,27159,4,10943.40,0.67,244,44.85,3,NM,Associate degree,0
F,51,Above 50,0,27145,5,11364.30,0.67,244,46.57,3,SC,High school graduate,0
F,51,Above 50,0,27116,4,11175.90,0.67,244,45.80,3,IN,High school graduate,0
M,26,20-30,0,27111,1,11328.20,0.67,243,46.62,11,CA,High school graduate,1
F,36,31-40,9267,27085,3,10989.00,0.66,241,45.60,3,WV,Bachelors degree,0
M,76,Above 50,8513,27085,4,11324.40,0.66,242,46.79,10,OR,Bachelors degree,1
M,51,Above 50,5496,27081,4,10912.50,0.68,247,44.18,1,DC,Associate degree,0
F,50,,0,27077,1,10886.40,0.66,242,44.99,11,MI,High school graduate,1
F,48,41-50,0,27061,3,12357.90,0.70,256,48.27,3,VT,High school graduate,0
F,54,Above 50,0,27060,5,10976.40,0.67,243,45.17,4,IL,High school graduate,0
F,21,20-30,10140,27048,0,11152.40,0.65,239,46.66,18,MD,Associate degree,1
M,62,Above 50,0,27007,5,11160.90,0.66,240,46.50,4,KY,High school graduate,0
F,57,Above 50,0,26996,3,10845.80,0.66,242,44.82,3,ME,High school graduate,0
F,75,Above 50,0,26985,4,12027.10,0.69,253,47.54,4,NV,Associate degree,0
M,28,20-30,0,26984,2,11098.70,0.67,243,45.67,4,MI,High school graduate,0
M,25,20-30,0,26981,0,11107.60,0.66,242,45.90,8,PA,High school graduate,1
M,61,Above 50,0,26980,5,10947.50,0.65,239,45.81,3,MD,High school graduate,0
M,50,,0,26952,2,10957.50,0.66,242,45.28,1,MA,Associate degree,0
M,88,Above 50,8906,26950,3,10540.50,0.65,239,44.10,2,OR,Associate degree,0
F,53,Above 50,12177,26950,3,11092.30,0.66,240,46.22,4,ND,Associate degree,0
M,34,31-40,0,26901,2,12214.10,0.70,257,47.53,2,NM,High school graduate,0
F,25,20-30,0,26888,1,10986.70,0.65,239,45.97,8,ND,High school graduate,1
F,86,Above 50,0,26829,1,12241.50,0.70,254,48.19,11,OR,High school graduate,1
M,32,31-40,14170,26822,3,10745.90,0.66,241,44.59,3,TX,Associate degree,0
F,55,Above 50,0,26814,0,10855.10,0.66,240,45.23,5,MI,High school graduate,0
F,48,41-50,0,26808,4,12007.60,0.70,256,46.90,2,CO,High school graduate,0
M,40,31-40,12053,26802,0,12168.10,0.70,257,47.35,13,ND,Associate degree,1
F,60,Above 50,10096,26799,4,10839.70,0.66,241,44.98,3,IL,Associate degree,0
M,35,31-40,0,26797,2,10749.40,0.67,245,43.88,4,NC,Associate degree,0
F,57,Above 50,0,26786,2,11086.70,0.65,239,46.39,3,MD,High school graduate,0
M,53,Above 50,0,26739,1,10748.80,0.65,239,44.97,3,CT,High school graduate,0
M,40,31-40,0,26738,1,10717.70,0.66,241,44.47,2,ME,High school graduate,0
M,47,41-50,0,26738,5,10804.90,0.66,242,44.65,0,WV,High school graduate,0
M,39,31-40,0,26736,0,10814.20,0.65,239,45.25,10,ND,High school graduate,1
M,70,Above 50,0,26703,2,11167.40,0.65,238,46.92,4,WY,High school graduate,0
F,20,20-30,0,26700,1,10850.50,0.66,241,45.02,15,PA,Associate degree,1
F,26,20-30,9608,26666,1,11176.70,0.66,240,46.57,5,MI,Bachelors degree,1
M,21,20-30,0,26655,5,10791.80,0.66,241,44.78,3,IA,High school graduate,0
F,31,31-40,0,26650,2,10707.00,0.67,243,44.06,4,VA,Associate degree,0
M,51,Above 50,0,26639,4,10888.70,0.65,239,45.56,4,AR,Associate degree,0
F,40,31-40,0,26639,2,10840.10,0.65,238,45.55,4,KS,High school graduate,0
M,76,Above 50,0,26571,1,11029.40,0.65,239,46.15,3,FL,High school graduate,0
M,35,31-40,0,26556,3,11950.70,0.70,256,46.68,3,ID,Associate degree,0
F,26,20-30,0,26552,0,10860.10,0.66,242,44.88,10,OR,Associate degree,1
F,90,Above 50,0,26531,4,11847.00,0.72,261,45.39,3,WV,Associate degree,0
F,52,Above 50,5029,26524,4,11042.60,0.67,244,45.26,4,WV,Associate degree,0
M,38,31-40,0,26522,2,10844.00,0.66,240,45.18,6,PA,High school graduate,1
M,75,Above 50,7802,26522,4,11280.90,0.67,243,46.42,1,OH,Associate degree,0
M,53,Above 50,0,26503,0,10780.50,0.66,241,44.73,12,WA,Associate degree,1
F,57,Above 50,0,26497,2,10804.10,0.66,241,44.83,5,AK,Associate degree,0
F,24,20-30,0,26490,2,10837.40,0.66,241,44.97,9,KY,High school graduate,0
F,44,41-50,0,26487,2,10923.20,0.67,243,44.95,3,FL,High school graduate,0
M,60,Above 50,0,26475,1,11999.00,0.70,256,46.87,10,OR,Associate degree,1
M,65,Above 50,0,26455,2,10816.60,0.67,243,44.51,12,MD,Associate degree,1
F,67,Above 50,0,26403,3,10996.20,0.66,240,45.82,3,AL,Associate degree,0
F,35,31-40,0,26402,3,10887.50,0.66,242,44.99,2,LA,Associate degree,0
M,53,Above 50,0,26400,4,11796.40,0.70,256,46.08,5,NE,High school graduate,0
M,56,Above 50,0,26387,4,10663.30,0.66,241,44.25,3,KY,High school graduate,0
M,44,41-50,0,26377,3,12361.70,0.71,260,47.54,3,MA,High school graduate,0
M,50,,0,26375,3,10832.20,0.67,243,44.58,3,RI,Associate degree,0
F,56,Above 50,0,26363,1,10966.70,0.66,241,45.50,10,PA,High school graduate,1
M,59,Above 50,14813,26359,4,11131.10,0.67,243,45.81,2,AK,Associate degree,0
M,75,Above 50,0,26344,2,11873.90,0.70,256,46.38,3,MN,High school graduate,0
M,55,Above 50,0,26337,1,10897.10,0.67,244,44.66,2,AR,Associate degree,0
M,62,Above 50,0,26305,1,10482.00,0.66,240,43.68,5,ME,Associate degree,0
M,54,Above 50,0,26297,2,10871.60,0.66,241,45.11,4,SD,High school graduate,0
M,60,Above 50,0,26239,1,10699.40,0.65,238,44.96,2,VA,High school graduate,0
M,89,Above 50,0,26236,1,10526.30,0.66,241,43.68,3,NM,High school graduate,0
M,28,20-30,0,26204,2,10608.60,0.65,237,44.76,4,NE,High school graduate,0
F,40,31-40,0,26197,2,10821.20,0.66,241,44.90,3,WY,High school graduate,0
M,29,20-30,0,26186,4,11032.70,0.66,242,45.59,4,NE,Associate degree,0
M,22,20-30,0,26166,1,12002.40,0.70,254,47.25,10,OR,High school graduate,1
M,54,Above 50,0,26160,3,12181.60,0.70,257,47.40,3,FL,High school graduate,0
M,38,31-40,10849,26146,2,10449.10,0.65,239,43.72,4,SD,Associate degree,0
M,27,20-30,0,26144,2,10664.60,0.65,237,45.00,3,NH,High school graduate,0
M,26,20-30,0,26105,1,11586.40,0.71,258,44.91,16,PA,Associate degree,1
F,64,Above 50,13253,26103,2,10904.30,0.66,241,45.25,3,FL,Associate degree,0
M,64,Above 50,0,26092,5,11607.80,0.69,252,46.06,3,KY,Associate degree,0
F,42,41-50,0,26058,2,12110.10,0.70,255,47.49,2,LA,High school graduate,0
F,49,41-50,0,26045,5,12140.60,0.70,254,47.80,2,GA,Associate degree,0
F,61,Above 50,6234,26028,3,10845.80,0.66,242,44.82,4,IN,Bachelors degree,0
M,33,31-40,0,26007,1,10432.30,0.66,241,43.29,3,DE,High school graduate,0
M,26,20-30,0,25997,0,10622.50,0.67,243,43.71,11,MD,High school graduate,1
F,46,41-50,0,25978,2,10538.30,0.66,242,43.55,8,WA,Associate degree,1
F,56,Above 50,0,25957,4,10583.20,0.66,242,43.73,2,IA,Associate degree,0
F,69,Above 50,0,25954,2,10722.70,0.66,242,44.31,4,MS,Associate degree,0
M,38,31-40,0,25923,3,11764.40,0.70,254,46.32,3,KY,High school graduate,0
M,59,Above 50,5052,25919,3,10646.40,0.66,240,44.36,5,NE,Bachelors degree,0
F,60,Above 50,0,25907,2,10691.00,0.67,243,44.00,2,OK,High school graduate,0
M,66,Above 50,0,25891,4,10835.40,0.65,239,45.34,3,OK,High school graduate,0
M,53,Above 50,0,25885,2,11209.20,0.70,254,44.13,7,ND,High school graduate,1
M,50,,0,25877,2,10380.40,0.66,240,43.25,3,ID,High school graduate,0
F,68,Above 50,0,25872,3,10923.30,0.67,246,44.40,4,AK,High school graduate,0
F,53,Above 50,11270,25854,3,10777.40,0.66,242,44.53,3,ID,Associate degree,0
F,44,41-50,0,25838,4,10473.50,0.66,241,43.46,3,MD,Associate degree,0
M,56,Above 50,0,25831,3,11005.10,0.66,241,45.66,2,KY,High school graduate,0
F,42,41-50,0,25815,1,10834.40,0.67,243,44.59,14,MI,High school graduate,1
F,58,Above 50,0,25812,0,10657.70,0.66,242,44.04,4,MD,High school graduate,0
M,34,31-40,11637,25787,2,10572.80,0.67,243,43.51,12,OR,Associate degree,1
M,81,Above 50,13399,25758,2,10465.50,0.66,242,43.25,3,OK,Associate degree,0
F,52,Above 50,0,25755,2,10401.70,0.65,239,43.52,3,TX,Associate degree,0
M,88,Above 50,0,25750,5,11694.70,0.70,254,46.04,2,AR,High school graduate,0
F,56,Above 50,0,25747,2,11645.50,0.69,253,46.03,1,AK,High school graduate,0
F,77,Above 50,6577,25737,2,11611.50,0.70,257,45.18,3,CT,Bachelors degree,0
M,44,41-50,10268,25719,1,11244.20,0.69,251,44.80,3,LA,Bachelors degree,0
M,67,Above 50,0,25677,1,11536.10,0.70,254,45.42,2,OH,Associate degree,0
M,43,41-50,0,25660,5,11727.40,0.71,258,45.45,3,TX,Associate degree,0
F,30,20-30,0,25642,0,11743.80,0.70,254,46.24,9,CA,High school graduate,1
M,60,Above 50,8951,25620,2,10753.50,0.67,244,44.07,1,MI,Associate degree,0
F,40,31-40,14206,25611,3,11569.00,0.70,254,45.55,3,KS,Associate degree,0
F,59,Above 50,7675,25606,3,11299.20,0.70,256,44.14,4,TN,Bachelors degree,0
F,43,41-50,0,25604,2,10909.10,0.67,246,44.35,3,ND,Associate degree,0
F,28,20-30,0,25604,2,10634.10,0.66,241,44.13,8,MI,High school graduate,1
F,53,Above 50,0,25575,0,10620.60,0.66,240,44.25,2,IA,High school graduate,0
F,67,Above 50,0,25535,4,10539.00,0.65,238,44.28,2,NJ,High school graduate,0
M,20,20-30,11938,25513,2,11315.50,0.69,253,44.73,6,CA,Bachelors degree,1
F,38,31-40,9904,25504,2,10818.70,0.66,242,44.71,1,KS,Bachelors degree,0
M,49,41-50,0,25468,5,11495.70,0.70,257,44.73,1,NE,High school graduate,0
M,49,41-50,0,25464,4,10496.50,0.67,243,43.20,3,WY,High school graduate,0
M,25,20-30,0,25430,1,11380.90,0.69,252,45.16,3,UT,High school graduate,0
F,45,41-50,0,25406,2,11296.80,0.70,254,44.48,2,IL,High school graduate,0
F,39,31-40,0,25395,1,10174.40,0.65,239,42.57,16,ND,Associate degree,1
F,31,31-40,8481,25384,5,10547.50,0.66,241,43.77,2,OH,Associate degree,0
F,43,41-50,5123,25361,2,10497.30,0.66,241,43.56,3,SD,Bachelors degree,0
F,60,Above 50,0,25333,1,10257.10,0.66,241,42.56,3,LA,Associate degree,0
F,43,41-50,0,25324,3,10740.70,0.66,242,44.38,4,DE,High school graduate,0
F,30,20-30,0,25322,2,11492.30,0.70,254,45.25,3,AZ,High school graduate,0
F,33,31-40,0,25313,2,11413.80,0.70,254,44.94,4,MT,High school graduate,0
F,33,31-40,0,25311,5,11095.90,0.69,253,43.86,4,KY,Associate degree,0
M,48,41-50,10409,25306,2,11850.90,0.70,257,46.11,3,FL,Associate degree,0
M,86,Above 50,10533,25281,2,11069.50,0.69,253,43.75,3,CO,Associate degree,0
F,38,31-40,5951,25270,1,10970.20,0.69,252,43.53,11,WA,Associate degree,1
M,27,20-30,0,25246,5,10453.80,0.67,243,43.02,13,CA,High school graduate,1
M,75,Above 50,0,25213,2,10428.30,0.65,239,43.63,3,TN,High school graduate,0
M,32,31-40,13751,25199,3,10342.80,0.66,241,42.92,3,AR,Associate degree,0
F,53,Above 50,0,25171,4,10810.80,0.66,240,45.05,3,NC,High school graduate,0
M,44,41-50,0,25169,2,10772.10,0.67,243,44.33,15,CA,Associate degree,1
F,71,Above 50,0,25139,3,10580.90,0.66,241,43.90,3,KS,High school graduate,0
M,25,20-30,5994,25128,1,10399.00,0.66,240,43.33,4,IL,Associate degree,0
F,43,41-50,12525,25116,4,10586.90,0.66,242,43.75,3,MS,Associate degree,0
F,49,41-50,0,25112,2,10312.80,0.66,240,42.97,3,AZ,Associate degree,0
M,38,31-40,5741,25098,3,10252.10,0.66,242,42.36,3,NH,Associate degree,0
M,63,Above 50,0,25095,1,10231.50,0.66,242,42.28,8,MD,High school graduate,1
M,45,41-50,6539,25085,1,10018.50,0.66,241,41.57,3,IL,Associate degree,0
M,56,Above 50,0,25048,2,11656.50,0.70,254,45.89,7,CA,High school graduate,1
F,25,20-30,0,25026,2,11206.20,0.69,253,44.29,9,CA,High school graduate,1
M,73,Above 50,0,25026,2,11174.10,0.69,253,44.17,3,OK,High school graduate,0
M,31,31-40,0,24972,5,10447.80,0.66,241,43.35,4,ND,Associate degree,0
M,51,Above 50,0,24964,1,10271.40,0.67,243,42.27,2,MS,Associate degree,0
M,74,Above 50,0,24935,1,10285.60,0.65,239,43.04,3,OK,High school graduate,0
M,53,Above 50,0,24924,0,10234.70,0.66,242,42.29,4,ID,High school graduate,0
M,49,41-50,9416,24921,0,10256.00,0.66,241,42.56,2,PA,Associate degree,0
M,38,31-40,14648,24920,5,11283.30,0.70,255,44.25,3,VA,Bachelors degree,0
F,66,Above 50,0,24920,1,9976.59,0.66,241,41.40,4,ND,High school graduate,0
M,65,Above 50,0,24918,2,10621.50,0.66,241,44.07,3,VT,High school graduate,0
M,21,20-30,0,24877,2,11157.30,0.70,255,43.75,9,WA,High school graduate,1
M,47,41-50,0,24869,4,10482.50,0.66,242,43.32,3,KS,High school graduate,0
M,40,31-40,0,24825,1,10232.90,0.65,239,42.82,1,MD,High school graduate,1
F,55,Above 50,11484,24819,1,11388.50,0.70,256,44.49,5,CA,Associate degree,1
M,40,31-40,0,24808,0,11343.20,0.69,253,44.83,6,CA,Associate degree,1
F,39,31-40,0,24759,2,10288.60,0.67,244,42.17,3,MD,Associate degree,0
F,56,Above 50,0,24758,2,10179.90,0.66,241,42.24,1,NV,Associate degree,0
F,46,41-50,0,24735,4,10363.50,0.66,241,43.00,5,CO,Associate degree,0
F,74,Above 50,0,24730,1,10233.90,0.67,243,42.11,7,ND,Associate degree,1
M,68,Above 50,0,24723,2,10093.10,0.65,239,42.23,3,AL,High school graduate,0
F,44,41-50,0,24689,1,11379.30,0.70,255,44.62,8,CA,Associate degree,1
M,61,Above 50,0,24661,3,11271.90,0.70,256,44.03,5,IA,Associate degree,0
M,43,41-50,7493,24647,1,9864.43,0.66,241,40.93,12,MI,Associate degree,1
F,46,41-50,5198,24638,3,11271.20,0.70,254,44.37,3,KY,Bachelors degree,0
M,62,Above 50,0,24637,4,10458.80,0.66,240,43.58,2,PA,High school graduate,0
F,36,31-40,0,24636,4,10597.80,0.65,238,44.53,4,SD,High school graduate,0
M,28,20-30,0,24617,3,10083.40,0.66,241,41.84,3,DE,High school graduate,0
M,43,41-50,9537,24611,0,11008.50,0.70,256,43.00,10,ND,Bachelors degree,1
M,63,Above 50,0,24610,2,10155.20,0.67,244,41.62,5,CT,Associate degree,0
F,57,Above 50,0,24593,2,10127.30,0.67,243,41.68,4,WV,Associate degree,0
M,58,Above 50,0,24591,2,10223.90,0.66,242,42.25,3,KS,High school graduate,0
M,51,Above 50,0,24590,3,10120.10,0.65,238,42.52,3,MT,Associate degree,0
F,34,31-40,0,24577,2,10626.20,0.66,241,44.09,3,TN,High school graduate,0
F,65,Above 50,0,24569,2,10214.00,0.66,241,42.38,3,IN,Associate degree,0
F,49,41-50,0,24564,1,11494.10,0.70,256,44.90,3,FL,High school graduate,0
F,60,Above 50,7497,24562,2,10186.90,0.67,244,41.75,2,OK,Bachelors degree,0
M,58,Above 50,0,24548,0,10526.10,0.66,242,43.50,9,ND,Associate degree,1
M,55,Above 50,7794,24537,4,10358.80,0.67,244,42.45,3,KY,Bachelors degree,0
M,50,,0,24530,3,10255.20,0.66,242,42.38,4,LA,High school graduate,0
F,28,20-30,0,24525,2,10296.40,0.65,239,43.08,12,ND,High school graduate,0
M,55,Above 50,0,24519,2,11366.40,0.69,253,44.93,2,CT,High school graduate,0
F,74,Above 50,6885,24515,3,9964.06,0.66,241,41.34,3,MS,Associate degree,0
M,63,Above 50,0,24507,4,11266.60,0.70,255,44.18,4,WI,High school graduate,0
M,33,31-40,12647,24494,2,9917.88,0.66,242,40.98,3,IL,Associate degree,0
F,70,Above 50,0,24478,1,10066.00,0.65,239,42.12,13,CA,High school graduate,1
F,31,31-40,0,24436,2,11643.10,0.70,256,45.48,12,ID,High school graduate,1
M,63,Above 50,0,24430,3,11109.70,0.70,256,43.40,2,WA,High school graduate,0
M,77,Above 50,0,24422,5,11434.60,0.70,257,44.49,5,CT,High school graduate,0
F,35,31-40,0,24405,1,10198.50,0.66,240,42.49,11,MD,Associate degree,1
F,68,Above 50,0,24385,1,10282.50,0.66,242,42.49,3,MS,High school graduate,0
F,48,41-50,0,24377,0,10298.80,0.66,242,42.56,11,WA,High school graduate,1
M,51,Above 50,0,24359,5,10177.40,0.67,243,41.88,2,CA,High school graduate,0
F,34,31-40,10851,24334,0,10314.80,0.67,243,42.45,12,PA,Associate degree,1
F,31,31-40,0,24311,2,10015.80,0.65,238,42.08,6,WY,High school graduate,0
M,64,Above 50,0,24291,3,10246.80,0.66,241,42.52,2,OR,High school graduate,0
M,32,31-40,0,24270,4,11276.80,0.70,254,44.40,3,FL,High school graduate,0
M,51,Above 50,0,24270,1,10200.40,0.67,243,41.98,4,OH,High school graduate,0
F,22,20-30,0,24262,3,11367.30,0.69,251,45.29,3,WI,Associate degree,0
F,39,31-40,10448,24260,5,9996.66,0.65,239,41.83,2,TN,Associate degree,0
M,27,20-30,0,24259,4,11228.60,0.69,253,44.38,3,WI,High school graduate,0
M,65,Above 50,0,24243,2,9770.14,0.66,241,40.54,4,GA,Associate degree,0
M,46,41-50,0,24237,2,10310.40,0.66,242,42.60,4,MI,High school graduate,1
F,35,31-40,8198,24233,2,9905.67,0.65,238,41.62,3,KY,Associate degree,0
M,35,31-40,0,24208,2,10036.80,0.66,240,41.82,2,SC,High school graduate,0
M,69,Above 50,0,24171,0,10239.30,0.67,245,41.79,4,MS,High school graduate,0
M,36,31-40,13516,24149,2,10156.60,0.67,244,41.63,2,GA,Bachelors degree,0
M,36,31-40,0,24146,4,10099.10,0.67,244,41.39,2,TX,High school graduate,0
F,32,31-40,0,24136,1,11192.40,0.70,255,43.89,11,ND,Associate degree,1
M,66,Above 50,0,24122,4,10042.40,0.66,242,41.50,3,NC,High school graduate,0
M,54,Above 50,0,24116,2,10065.30,0.66,241,41.76,8,MI,High school graduate,1
M,41,,9694,24113,3,10393.60,0.67,243,42.77,5,AR,Bachelors degree,0
F,35,31-40,9880,24111,0,11133.30,0.69,253,44.01,11,CA,Bachelors degree,1
F,25,20-30,10065,24111,1,10559.30,0.66,242,43.63,6,PA,Associate degree,1
F,76,Above 50,0,24097,1,9845.45,0.65,239,41.19,2,IN,Associate degree,0
F,37,31-40,0,24080,3,10093.30,0.66,242,41.71,1,MO,Associate degree,0
F,30,20-30,0,24030,4,9901.64,0.67,243,40.75,2,CA,High school graduate,0
M,31,31-40,0,24023,0,10284.90,0.66,240,42.85,8,MI,Associate degree,1
M,33,31-40,0,24020,2,10990.70,0.70,254,43.27,7,CA,High school graduate,1
M,21,20-30,0,24009,0,10122.70,0.66,242,41.83,11,WA,High school graduate,1
F,31,31-40,0,23992,0,11308.80,0.70,256,44.17,12,ND,Associate degree,1
F,40,31-40,0,23988,3,9593.34,0.65,238,40.31,4,OH,High school graduate,0
M,26,20-30,0,23948,2,10158.70,0.66,242,41.98,2,DC,Associate degree,0
F,33,31-40,8662,23933,0,9968.16,0.66,241,41.36,15,OR,Associate degree,1
F,61,Above 50,0,23930,1,11121.30,0.69,253,43.96,3,SD,High school graduate,0
M,60,Above 50,0,23922,2,9748.52,0.66,240,40.62,2,TX,Associate degree,0
M,60,Above 50,0,23921,1,10123.90,0.67,243,41.66,4,CO,Associate degree,0
M,49,41-50,0,23895,5,10144.20,0.66,242,41.92,4,GA,High school graduate,0
M,53,Above 50,12346,23894,2,9758.70,0.66,240,40.66,4,AR,Associate degree,0
M,52,Above 50,0,23859,1,10552.40,0.66,241,43.79,4,NH,High school graduate,0
M,26,20-30,14680,23848,3,9952.66,0.67,244,40.79,3,OK,Associate degree,0
M,80,Above 50,0,23824,5,10044.80,0.66,242,41.51,1,MD,High school graduate,0
M,83,Above 50,0,23817,2,10832.30,0.70,254,42.65,3,MN,High school graduate,0
F,66,Above 50,0,23804,4,9918.55,0.66,241,41.16,1,MS,High school graduate,0
F,55,Above 50,8119,23766,1,9916.86,0.66,240,41.32,3,CT,Associate degree,0
M,48,41-50,0,23750,0,9845.35,0.67,244,40.35,6,MD,High school graduate,1
M,52,Above 50,0,23719,2,10007.40,0.66,242,41.35,5,TX,Associate degree,0
M,81,Above 50,13792,23715,2,9947.86,0.66,241,41.28,3,MT,Associate degree,0
M,78,Above 50,0,23696,5,9913.68,0.66,242,40.97,2,OR,High school graduate,0
F,72,Above 50,0,23688,0,10196.80,0.67,244,41.79,8,ID,High school graduate,1
F,54,Above 50,0,23674,1,9878.62,0.66,241,40.99,3,OR,High school graduate,0
M,42,41-50,0,23650,2,10708.50,0.66,241,44.43,2,NM,High school graduate,0
F,42,41-50,0,23635,2,10962.20,0.69,252,43.50,4,IN,High school graduate,0
F,52,Above 50,0,23626,1,10986.20,0.69,253,43.42,5,WI,Associate degree,0
M,56,Above 50,0,23591,2,10197.90,0.67,243,41.97,3,AR,High school graduate,0
F,61,Above 50,0,23532,5,9826.59,0.66,241,40.77,4,CO,Associate degree,0
F,81,Above 50,0,23523,2,9700.34,0.66,242,40.08,3,ME,Associate degree,0
F,31,31-40,0,23515,2,10023.50,0.66,240,41.76,10,CA,High school graduate,1
F,72,Above 50,0,23510,1,10082.60,0.67,244,41.32,1,OK,High school graduate,0
M,52,Above 50,0,23491,2,11026.60,0.70,256,43.07,4,NM,High school graduate,0
M,44,41-50,0,23487,2,10800.60,0.69,253,42.69,2,NC,High school graduate,0
F,22,20-30,0,23463,5,9630.91,0.66,241,39.96,5,MA,High school graduate,0
F,21,20-30,7243,23448,1,11200.20,0.71,258,43.41,6,ND,Associate degree,1
